#Time		#Wave		#Intensity
0.000000	2681.806152	-397.864563
0.000000	2680.073730	-84.859222
0.000000	2678.340332	-13.906620
0.000000	2676.606934	-15.292081
0.000000	2674.872559	-6.948582
0.000000	2673.138184	-2.778487
0.000000	2671.402832	9.721395
0.000000	2669.666504	8.329786
0.000000	2667.930176	172.090286
0.000000	2666.192871	206.715454
0.000000	2664.455566	181.681168
0.000000	2662.717285	191.324066
0.000000	2660.978027	189.872864
0.000000	2659.238770	187.037155
0.000000	2657.498535	180.048370
0.000000	2655.758301	188.293976
0.000000	2654.017090	203.454117
0.000000	2652.274902	185.398209
0.000000	2650.532715	182.568634
0.000000	2648.789551	197.715057
0.000000	2647.045410	203.176025
0.000000	2645.301270	215.541595
0.000000	2643.556152	225.136246
0.000000	2641.811035	196.063797
0.000000	2640.064941	220.841278
0.000000	2638.318848	215.246460
0.000000	2636.570801	211.034744
0.000000	2634.823730	199.931656
0.000000	2633.074707	210.889999
0.000000	2631.325684	199.794495
0.000000	2629.575684	227.274307
0.000000	2627.825684	217.557632
0.000000	2626.074707	199.588730
0.000000	2624.323730	196.768143
0.000000	2622.571777	225.586594
0.000000	2620.818848	207.633301
0.000000	2619.065918	210.311050
0.000000	2617.312012	223.979767
0.000000	2615.557129	219.781754
0.000000	2613.802246	236.184021
0.000000	2612.046387	234.729980
0.000000	2610.290527	222.299149
0.000000	2608.533691	215.363800
0.000000	2606.775879	219.403336
0.000000	2605.018066	231.664841
0.000000	2603.259277	220.622299
0.000000	2601.499512	253.422592
0.000000	2599.739746	220.469986
0.000000	2597.979004	214.918213
0.000000	2596.218262	236.738876
0.000000	2594.456543	247.600723
0.000000	2592.693848	247.515106
0.000000	2590.931152	241.961441
0.000000	2589.167480	277.407776
0.000000	2587.403809	225.401184
0.000000	2585.638184	237.613495
0.000000	2583.873535	249.817291
0.000000	2582.106934	240.178192
0.000000	2580.340332	234.638245
0.000000	2578.572754	225.010971
0.000000	2576.805176	238.565231
0.000000	2575.036621	249.384506
0.000000	2573.268066	245.211105
0.000000	2571.498535	249.211395
0.000000	2569.728027	239.595490
0.000000	2567.956543	240.873108
0.000000	2566.185059	239.429001
0.000000	2564.413574	252.944962
0.000000	2562.640137	244.700317
0.000000	2560.866699	245.974167
0.000000	2559.093262	243.171555
0.000000	2557.317871	283.827728
0.000000	2555.543457	259.292908
0.000000	2553.767090	270.059235
0.000000	2551.990723	280.817993
0.000000	2550.213379	269.871033
0.000000	2548.436035	277.910889
0.000000	2546.657715	252.065353
0.000000	2544.878418	291.264191
0.000000	2543.099121	257.306427
0.000000	2541.318848	273.461853
0.000000	2539.537598	280.132812
0.000000	2537.756348	267.859497
0.000000	2535.974121	277.232361
0.000000	2534.191895	286.598602
0.000000	2532.408691	272.984283
0.000000	2530.624512	276.941589
0.000000	2528.839355	249.835434
0.000000	2527.054199	271.347809
0.000000	2525.269043	275.301331
0.000000	2523.481934	273.855835
0.000000	2521.694824	293.988434
0.000000	2519.907715	295.233459
0.000000	2518.119629	284.348938
0.000000	2516.330566	258.653290
0.000000	2514.540527	276.069397
0.000000	2512.750488	269.241455
0.000000	2510.959473	274.529846
0.000000	2509.168457	267.707123
0.000000	2507.376465	291.819275
0.000000	2505.583496	264.830383
0.000000	2503.789551	313.115662
0.000000	2501.995605	304.945312
0.000000	2500.201660	284.694550
0.000000	2498.405762	303.388336
0.000000	2496.609863	295.229828
0.000000	2494.813965	297.808807
0.000000	2493.016113	285.634857
0.000000	2491.219238	293.577423
0.000000	2489.420410	313.574890
0.000000	2487.621582	321.501862
0.000000	2485.821777	313.353760
0.000000	2484.020996	294.502167
0.000000	2482.220215	286.369202
0.000000	2480.418457	294.294312
0.000000	2478.616699	339.656158
0.000000	2476.813965	304.780487
0.000000	2475.010254	319.371918
